Id,Property_Title,Location,Description,Link,Bedrooms,Bathrooms,Parking_Spaces,Erf_Size,Agency,Price
61,Farm,Mochudi Central,"MORWA/ MOCHUDI AREA - Close, approximately to Mochudi town. This is a ploughing filed measuring at 6.8 hectares. Easy access to the main road by 2 Kilometres.",https://www.remax.co.za/property/for-sale/botswana/kgatleng-district/mochudi/mochudi-central/-farm-for-sale-in-mochudi-central-4312364,,,,,Remax,BWP 550 000
62,,,,,,,,,Remax,
63,3 Bedroom House,Block 9,"BLOCK 9 – just what you’ve been waiting for, a move-in ready home that ticks every box.
This property offers a 3-bedroom home, all with ensuite bathrooms, fully air-conditioned and spacious for a family. The kitchen is wonderful and large for the keen cook, granite-topped counters, loads of storage space and a built-in",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/block-9/3-bedroom-house-for-sale-in-block-9-4312042,3.0,3.0,,Offer Made,Remax,BWP 1 700 000
64,4 Bedroom House,Gaborone West Phase 2,"GABORONE WEST 2 - Well presented, newly renovated family home. This home offers a large open plan lounge with a fireplace. Separate dining room with sliding doors leading out. Newly modern fitted granite kitchen with fitted stove and oven. Four bedrooms with fitted wardrobes and new floors. Two bathrooms, Main ensuite",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone-west-phase-2/4-bedroom-house-for-sale-in-gaborone-west-phase-2-4311581,4.0,2.0,,Offer Made,Remax,BWP 1 400 000
65,5 Bedroom House,Maruapula,"MARUAPULA: Rarely available for sale in this area, a 5-bedroom double-storey home with so much to offer. 3 lounges, one being a private lounge adjoining the master suite with balcony; a dream kitchen with scullery and leading out to a covered patio for extended storage or workspace; large dining room flows to another l",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/maruapula/5-bedroom-house-for-sale-in-maruapula-4302255,5.0,5.0,,,Remax,BWP 4 500 000
66,3 Bedroom House,Gaborone,"MOGODITSHANE: Lovely spacious 3-bedroom home set on this wonderful 1704m2 plot with lots of established trees. Featuring a large self-contained cottage plus double staff-quarters with kitchenette, swimming pool and a firepit. The home has a large, fitted kitchen, laundry and a walk-in pantry, 2 lounges and a dining are",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone/3-bedroom-house-for-sale-in-gaborone-4238824,3.0,2.0,,Price Reduced,Remax,BWP 1 700 000
67,3 Bedroom House,Block 7,"BLOCK 7: Charming 3-bedroom home with garden cottage. Fresh and bright, this home has a fitted kitchen, lounge/dining space, 1-bathroom, outside lapa for entertaining, covered parking and ample space for parking. The home has an alarm system, electric gate and electric fence on top of the wall. Plot size 540m2.",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/block-7/3-bedroom-house-for-sale-in-block-7-4305526,3.0,1.0,,Offer Made,Remax,BWP 1 450 000
68,Vacant Land / Plot,Gaborone Nor,"Gaborone North: Vacant residential land measuring 1860m2, literally a stone's throw from the A1 Highway, just off the 2nd turnoff into this upcoming residential area. This is an excellent development opportunity to build your magnificent dream home, or a wonderful cluster of homes conveniently located so close to the m",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone-north/-vacant-land-plot-for-sale-in-gaborone-north-4305402,,,,,Remax,BWP 1 209 000
69,Vacant Land / Plot,Gaborone Nor,"Gaborone North: Vacant residential land measuring 2114m2, literally a stone's throw from the A1 Highway, just off the 2nd turnoff into this upcoming residential area. This is an excellent development opportunity to build your magnificent dream home, or a wonderful cluster of homes conveniently located so close to the m",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone-north/-vacant-land-plot-for-sale-in-gaborone-north-4305360,,,,,Remax,BWP 1 375 000
70,Commercial Property,Maun Centra,"Tsanekona, Maun: An exquisite Guesthouse for sale, situated on the banks of the Thamalakane river, a mere 15km's from Maun and 1.2km's off the Maun-Ghanzi road on a well maintained gravel road. 
This fully operational guesthouse is well-built with significant detail, constructed of treated timber and high quality",https://www.remax.co.za/property/for-sale/botswana/north-west-district/maun/maun-central/8-bedroom-commercial-property-for-sale-in-maun-central-4301122,8.0,8.0,,Offer Made,Remax,BWP 10 000 000
71,3 Bedroom House,Maun Central,"Sedie Ward, Maun- A developed, tenanted, river-frontage multi-residential property situated in Sedie Ward, with easy access from the main road. This expansive property offers 5 accommodation units comprising of a Main House offering an open plan fitted kitchen, lounge and dining area, common bathroom, 2 bedrooms includ",https://www.remax.co.za/property/for-sale/botswana/north-west-district/maun/maun-central/3-bedroom-house-for-sale-in-maun-central-4303894,3.0,5.0,,New,Remax,BWP 3 200 000
72,Vacant Land / Plot,Gaborone,"SENTLHANE: 2789m2 plot available in this upcoming residential area. Enjoy the views and nature all around, build your dream home.",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone/-vacant-land-plot-for-sale-in-gaborone-4303659,,,,Price Reduced,Remax,BWP 650 000
73,3 Bedroom House,Phakalane,"PHAKALANE: Sought after location in a gated estate. This home has a lovely entrance offering 3 bedrooms, master ensuite bathroom, common bathroom, open plan living area leading to large patio. Double garages, double carport, staff quarters, separate one bedroom garden cottage and built in  braai area. Plenty of fruit t",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/phakalane/3-bedroom-house-for-sale-in-phakalane-4303480,3.0,2.0,,Offer Made,Remax,BWP 2 400 000
74,4 Bedroom House,Gaborone,"MOGODITSHANE BLOCK 9: Large secure family home close to Bokamoso Hospital. This home offers 4 bedrooms, 3 bathrooms, 2 lounges, dining, fitted kitchen and staff quarters with a storeroom. There is a large veranda overlooking the swimming pool also a small fishpond. Please call me for viewing.",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone/4-bedroom-house-for-sale-in-gaborone-4302945,4.0,3.0,,Price Reduced,Remax,BWP 1 600 000
75,2 Bedroom House,Broadhurst,"TAPOLOGO ESTATE - Good size well treed property offering a 2 bedroom home with open plan living space, full bathroom, guest toilet, decent fitted kitchen with ample storage space, swimming pool, single garage, carport, staff quarters, good security, central location close to all amenities such as schools, shops and hos",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/broadhurst/2-bedroom-house-for-sale-in-broadhurst-4299741,2.0,1.0,,Offer Made,Remax,BWP 1 700 000
76,Farm,Lobatse Central,"WILDERNESS ESTATE - A wilderness estate located less than an hour's drive south of Gaborone. 3.9ha of vacant land forming part of the main wilderness estate measuring 500ha. This is a low impact wilderness environment which is home to game such as giraffe, kudu, zebra, eland, reedbuck, bushbuck, duiker, waterbuck, impa",https://www.remax.co.za/property/for-sale/botswana/south-east-district/lobatse/lobatse-central/-farm-for-sale-in-lobatse-central-4299160,,,,New,Remax,BWP 600 000
77,Farm,Lerala Central,"LERALA: This integrated farm is +- 300km from Gaborone, through Dibete Mookane road. Its location can be turned into Agri tourism. The farm is generational on a 5-hectare area which is developed for vegetable farming. Sold with all developments, including 2 operational boreholes, 2 reservoirs, 181,000 litres  jojo tank",https://www.remax.co.za/property/for-sale/botswana/central-district/lerala/lerala-central/4-bedroom-farm-for-sale-in-lerala-central-4296723,4.0,,,,Remax,BWP 1 450 000
78,Commercial Property,Block 3,"BLOCK 3, INDUSTRIAL- A unit of 4 in this busy industrial area. unit is sectional title with 2 parking spaces, male and female restrooms,  and a kitchen, Roller shutter door in place. Unit has downstairs and mezzanine level",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/block-3/-commercial-property-for-sale-in-block-3-4184170,,2.0,,,Remax,BWP 1 200 000
79,Commercial Property,Block 3,"BLOCK 3, INDUSTRIAL- A unit of 4 in this busy industrial area. unit is sectional title with 2 parking spaces, male and female restrooms,  and a kitchen, Roller shutter door in place. Unit has downstairs and mezzanine level",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/block-3/-commercial-property-for-sale-in-block-3-4184103,,2.0,,,Remax,BWP 1 200 000
80,Commercial Property,Block 3,"BLOCK 3, INDUSTRIAL- A unit of 4 in this busy industrial area. unit is sectional title with 2 parking spaces, male and female restrooms,  and a kitchen. Roller shutter door in place. Unit has downstairs and mezzanine level.",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/block-3/-commercial-property-for-sale-in-block-3-4184174,,2.0,,Offer Made,Remax,BWP 1 200 000
81,Commercial Property,Block 3,"BLOCK 3, INDUSTRIAL- A unit of 4 in this busy industrial area. unit is sectional title with 2 parking spaces, male and female restrooms,  and a kitchen. Roller shutter door in place. Unit has downstairs and mezzanine level",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/block-3/-commercial-property-for-sale-in-block-3-4184184,,2.0,,Offer Made,Remax,BWP 1 200 000
82,4 Bedroom House,Extension 9,"EXTENSION 9: Embrace a modern lifestyle in a sought-after location, close to schools in the area. This home is suitable for an extended family, offering 4 large bedrooms, with ensuite bathrooms, guest toilet ,walk in dining room, open plan living area with formal dining room. Separate TV lounge with stack away doors, e",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/extension-9/4-bedroom-house-for-sale-in-extension-9-4294857,4.0,4.0,,,Remax,BWP 7 950 000
83,,,,,,,,,Remax,
84,2 Bedroom Townhouse,Gaborone Central,"EXTENSION 5: Central Gaborone: UNIQUE opportunity to purchase a 2 Bedroom TOWNHOUSE in this centrally located estate, just a short distance from the CBD, all main amenities, the University of Botswana, schools and the Government Enclave. Featuring a common pool and entertainment area and gardens, this estate has 24-hou",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone-central/2-bedroom-townhouse-for-sale-in-gaborone-central-4294408,2.0,2.0,,,Remax,BWP 1 300 000
85,4 Bedroom House,Block 9,"BLOCK 9: Neat family home with modern features. This home has separate lounge, dining room, 4 bedrooms, 1 ensuite bathroom, common bathroom, fitted kitchen, single garage, walled with electric fence. Land size 600m2. Call Lynn on 74329188 for viewing.",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/block-9/4-bedroom-house-for-sale-in-block-9-4293648,4.0,2.0,,,Remax,BWP 1 900 000
86,3 Bedroom House,Phakalane,"PHAKALANE: Double storey in a very good safe gated estate . This home offers 2 lounges, dining room, fitted granite kitchen with pantry, lovely patio overlooking sparkling pool, balcony overlooking the garden,double garage, double carport, fully airconditioned, staff quarters. The garden is full of fruit trees. Land si",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/phakalane/3-bedroom-house-for-sale-in-phakalane-4293052,3.0,2.0,,Offer Made,Remax,BWP 2 650 000
87,3 Bedroom Townhouse,Block 10,"SETLHOA VILLAGE: 3 bedroom townhouses, newly built. Featuring a gated lifestyle estate offering a community centre, swimming pool, indoor/outdoor gym and yoga studio, children's playground, outdoor exercise space, secure access control to the estate, CCTV security, convenience store and laundry facility. A place for fa",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/block-10/3-bedroom-townhouse-for-sale-in-block-10-4183273,3.0,2.0,,,Remax,BWP 2 310 000
88,4 Bedroom Townhouse,Phakalane,"PHAKALANE - Invest in a secure lifestyle opportunity.  These sectional title townhouses offer 4 ensuite bedrooms,  2 lounges, dining room, fitted granite kitchen.  Undercover patio with built-in braai,Swimming pool,  staff accommodation or guest wing.  A secure boomed complex with guarded entrance.  Each individual gar",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/phakalane/4-bedroom-townhouse-for-sale-in-phakalane-1263924,4.0,4.0,,,Remax,BWP 4 000 000
89,4 Bedroom House,Phakalane,"PHAKALANE: a special family home with loads of entertainment space for hosting outdoors. Set on a 1172m2 plot is this 4-bedroom home with a study, 3 bathrooms (2 of which are ensuite). The bar/entertainment area is perfectly situated adjacent to the patio which overlooks this amazing garden and pool. The patio has a bu",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/phakalane/4-bedroom-house-for-sale-in-phakalane-4288077,4.0,3.0,,Price Reduced,Remax,BWP 2 850 000
90,4 Bedroom House,Phakalane,"PHAKALANE: LOCATION! LOCATION! LOCATION! This executive double story offers 2 lounges, dining room, 4 bedrooms, 2 ensuite bathrooms, common full bathroom, study, fitted granite kitchen with separate scullery, laundry area, double garages, double staff quarters. Plenty of parking. Close to schools in the area. Land size",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/phakalane/4-bedroom-house-for-sale-in-phakalane-4287512,4.0,3.0,,Reserved,Remax,BWP 4 500 000
91,Farm,Mogobane Central,"FARM IN MOGOBANE! Zoned for integrated farming this land is situated just 45km drive from Gaborone measuring 2.6 hectares. The farm is newly fenced with a 2 bedroom cottage, Jo Jo Tank and has river frontage!! Water point for borehole has been located but not dug yet. Beautiful setting amongst hills and offering great",https://www.remax.co.za/property/for-sale/botswana/southern-district/mogobane/mogobane-central/2-bedroom-farm-for-sale-in-mogobane-central-4287420,2.0,1.0,,New,Remax,BWP 480 000
92,Commercial Property,Gaborone In,"COMMERCE PARK: Excellent office + warehouse space with quality finishes, fitted reception, 3 large offices, air conditioned, good frontage and visibility. Well secured burglar proofing, kitchen, male + female ablutions plus a loading door.",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone-international-commerce-park/-commercial-property-for-sale-in-gaborone-international-commerce-park-4286105,,2.0,,,Remax,BWP 2 300 000
93,2 Bedroom House,Oodi Central,"MATEBELENG:- Close to Oodi. Well constructed family home offering 2 bedrooms, study, 2 ensuite bathrooms, guest toilet, large lounge and dining area with fireplace. Imported double glazing windows to keep the heat out. Patio overlooking large garden with plenty fruit trees. Walled with electric fence . Carport.
 P",https://www.remax.co.za/property/for-sale/botswana/kgatleng-district/oodi/oodi-central/2-bedroom-house-for-sale-in-oodi-central-3182014,2.0,2.0,,Offer Made,Remax,BWP 1 200 000
94,5 Bedroom House,Broadhurst,"BROADHURST: A large family home on a 2000m2 plot in a sought-after location close to Broadhurst Primary School and Private Hospital. This home offers ample space for a large family surrounded by a beautiful garden. Consisting of 5 bedrooms, 2 ensuite bathrooms and a common bathroom, guest toilet, double lounges and sep",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/broadhurst/5-bedroom-house-for-sale-in-broadhurst-4283862,5.0,3.0,,,Remax,BWP 4 500 000
95,Commercial Property,Phakalane,"PHAKALANE INDUSTRIAL: Investment opportunity: Excellent industrial property, appealing contemporary design. Comprising a total built up area of approx 3190m2 set on a 6750m2 plot. This property is located in an upcoming industrial area of Phakalane and is easily accessible. The front of the building has extensive tinte",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/phakalane/-commercial-property-for-sale-in-phakalane-4232652,,32.0,,,Remax,BWP 33 000 000
96,Farm,Machaneng Central,"TULI BLOCK, MACHANENG DISTRICT - Is it your dream to run a game farm in Botswana?? Then this is your calling! A liveable running concern , farming / agricultural / tourism! This farm offers so much that it needs to be seen to be appreciated. The main house offers 3 bedrooms, 2 bathrooms, main bedroom is very large with",https://www.remax.co.za/property/for-sale/botswana/central-district/machaneng/machaneng-central/3-bedroom-farm-for-sale-in-machaneng-central-4283246,3.0,2.0,,,Remax,BWP 19 000 000
97,Vacant Land / Plot,Gaborone Nor,"GABORONE NORTH: Freehold plots. Various plots to suite your budget, all roads internally will be tarred, area for children playground. No transfer duty. Close to A1. Water and power available. Plot sizes 493m2 to 891m2. Gemvas approved loans. Prices include VAT. Call to view.",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone-north/-vacant-land-plot-for-sale-in-gaborone-north-4281337,,,,,Remax,BWP 591 750
98,3 Bedroom Townhouse,Block 6,"BLOCK 6: Modern and contemporary townhouse in a secure complex. This home is compact and has plenty of space for certain living, separate lounge and dining room. Modern neat kitchen with fitted gas and electric chef stove. Study could be used as another bedroom, guest shower and toilet. Upstairs has 3 lovely size bedro",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/block-6/3-bedroom-townhouse-for-sale-in-block-6-4279849,3.0,3.0,,Reserved,Remax,BWP 2 700 000
99,Commercial Property,Gaborone We,"GABORONE WEST 1: Civic & Community/Multi-Purpose property can be used for a school, clinic or doctors' room. This property has two road frontages and a precast wall. Main building comprises a formerly double storey main house converted to classrooms + kitchen. Outbuilding classroom has 3 classrooms and boys + girls",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone-west-phase-1/-commercial-property-for-sale-in-gaborone-west-phase-1-4279728,,,,,Remax,BWP 4 800 000
100,Commercial Property,Mokolodi 1,"MOKOLODI NATURE RESERVE/CROCODILE POOLS: This property overlooks the Mokolodi Nature Reserve. This has a large incomplete swimming pool, small, thatched entertainment area, kitchen, small conference room, 3 thatched 1 bedroom's chalets. Land size 4.7 hectares. Zoned Agro/Tourism.",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/mokolodi-1/5-bedroom-commercial-property-for-sale-in-mokolodi-1-4278591,5.0,5.0,,,Remax,BWP 3 000 000
101,Commercial Property,Mokolodi 1,"MOKOLODI NATURE RESERVE / CROCODILE POOLS: This property overlooks the Mokolodi Nature Reserve. This has great potential to be completed and run as a lodge, wedding venue or conference centre. This property has 5 thatched round-avels for guests, large, thatched conference centre, swimming pool and lapa, braai area. kit",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/mokolodi-1/3-bedroom-commercial-property-for-sale-in-mokolodi-1-4278577,3.0,3.0,,,Remax,BWP 5 000 000
102,Farm,Otse Central,"OTSE: Located in the view of the majestic Manyelanong Hills, is this 4.62 ha pecan nut farm. There are approximately 200 4-year-old pecan nut trees in addition to 30 younger ones. The farm is fenced, has staff accommodation plus a borehole. The staff accommodation is a bush tree tent house measuring 6 x 9m. Has a solar",https://www.remax.co.za/property/for-sale/botswana/south-east-district/otse/otse-central/-farm-for-sale-in-otse-central-4278106,,,,,Remax,BWP 750 000
103,Commercial Property,Kasane Cent,"KASANE: Central Prime location. Restaurant + night club along main road joining to the Kasane CBD and in proximity to other commercial, industrial office blocks and other social amenities. Call Thalia on 72575773.",https://www.remax.co.za/property/for-sale/botswana/north-west-district/kasane/kasane-central/-commercial-property-for-sale-in-kasane-central-4277660,,4.0,,,Remax,BWP 4 200 000
104,,,,,,,,,Remax,
105,Vacant Land / Plot,Mokolodi 1,"MOKOLODI: Unique opportunity to purchase 6481m2 land within a gated estate in this area of Mokolodi 1. 
A beautiful property with nearby rivers, has power supply available in close proximity and main water supply is available in the area. Here is a place to build your dream home in the countryside in this nature f",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/mokolodi-1/-vacant-land-plot-for-sale-in-mokolodi-1-4224203,,,,Reserved,Remax,BWP 1 100 000
106,Commercial Property,Gaborone,"MOGODITSHANE: Mall in prime location. Sale consists of double storey retail/office complex having 9 retail units and 2 office units. Standing on enclosed boundaries. The plot is extensively paved, having parking bays. Rental per/month is P140,000. Further details to be discussed with agent by appointment.",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone/-commercial-property-for-sale-in-gaborone-4275474,,,,,Remax,BWP 15 000 000
107,3 Bedroom House,Gaborone,"MMOPANE BLOCK 1: Wonderful family home with spacious bright lounge, well fitted big kitchen with laundry section + breakfast counter. 3 bedrooms, master is spacious and has an ensuite bathroom plus there is a shared bathroom. On this lovely big 898m2 plot is also a self-contained cottage plus a single garage and space",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone/3-bedroom-house-for-sale-in-gaborone-4274343,3.0,2.0,,,Remax,BWP 1 600 000
108,Commercial Property,Block 8,"BLOCK 8 INDUSTRIAL: Affordable warehouse in a sought-after area. Warehouse measuring 440m2 with open plan and small kitchenette area, rest rooms. Plenty parking space. Walled with gate. Land size 1292m2. Currently tenanted.",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/block-8/-commercial-property-for-sale-in-block-8-4234675,,4.0,,,Remax,BWP 4 200 000
109,4 Bedroom House,Francistown Central,"FRANCISTOWN BLOCK 7: 4 bedrooms lovely home, 1 bedroom is ensuite, lounge, bathroom, fitted kitchen, dining room, single garage and boundary wall.",https://www.remax.co.za/property/for-sale/botswana/north-east-district/francistown/francistown-central/4-bedroom-house-for-sale-in-francistown-central-4273599,4.0,1.0,,,Remax,BWP 895 000
110,Farm,Mochudi Central,"MATEBELE VILLAGE: Located 20km North east for Gaborone, 2.3km from A1 Road, it comprises of 2-bedroom house, kitchen, bathroom, storeroom, and a single garage. there is a borehole and 10,000 litre jojo tank.",https://www.remax.co.za/property/for-sale/botswana/kgatleng-district/mochudi/mochudi-central/2-bedroom-farm-for-sale-in-mochudi-central-4273146,2.0,1.0,,,Remax,BWP 2 180 000
111,Vacant Land / Plot,Gaborone Nor,"GABORONE NORTH: Freehold plots for sale in Gaborone North measuring 856m2, only 1.4km from A1 Road in gated estate. All internal roads will be tarred with kids' playgrounds, small shopping complex. No transfer duty. Prices includes VAT.",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone-north/-vacant-land-plot-for-sale-in-gaborone-north-4273313,,,,,Remax,BWP 642 000
112,Vacant Land / Plot,Gaborone Nor,"GABORONE NORTH: Freehold plots for sale in Gaborone North from 540m2 to 891m2 close to A1 +- 1.4km in a gated estate. Internal roads will be tarred, including necessary amenities, water, electricity and sewage. Prices includes VAT. No transfer duty.",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone-north/-vacant-land-plot-for-sale-in-gaborone-north-4273288,,,,,Remax,BWP 405 000
113,5 Bedroom House,Gaborone North,"GNORTH: Lovely 5-bedroom house consisting of 2 ensuites, common bathroom, tv room, dinning, fitted kitchen, lounge, guest toilet, double garage, guest wing (servants quarters) walled electric fence and motorized gate. This house is situated on an 883m2 plot. Please call or WhatsApp me for viewing.",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone-north/5-bedroom-house-for-sale-in-gaborone-north-4268032,5.0,3.0,,Price Reduced,Remax,BWP 2 600 000
114,Farm,Bokaa Central,"TSHELE HILLS- Approximately 2.5km from main A1 road with beautiful views of the Tshele Hills. The homestead consists of 2 bedrooms, 2 bathrooms, open plan living and patio. Fenced with palisade fencing 40x40. Solar panels 10x 310w panels = 2.4kw off ground power running borehole . Separate office, double carport, staff",https://www.remax.co.za/property/for-sale/botswana/kgatleng-district/bokaa/bokaa-central/2-bedroom-farm-for-sale-in-bokaa-central-4163788,2.0,2.0,,,Remax,BWP 2 000 000
115,3 Bedroom House,Extension 12,"EXTENSION 12: 3 Bedroom house in good location, with lounge, kitchen and bathrooms. Plot size 716m2. Please call me for viewing",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/extension-12/3-bedroom-house-for-sale-in-extension-12-4270134,3.0,2.0,,Offer Made,Remax,BWP 1 350 000
116,Commercial Property,Gaborone,G.I.F.P: This blue-chip office offers a ground and fist floor offices. Currently leased out to long term tenant. The location of this offices is a major asset with accessibility to western bypass and Lobatse road.  Approximately 220m2 with parking.,https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone/-commercial-property-for-sale-in-gaborone-4269974,,2.0,,,Remax,BWP 3 000 000
117,3 Bedroom House,Oodi Central,"OODI: 3 Bedroom house with 2 lounges, 2 kitchens, 2 ensuites, 1 common bathroom, single garage and guest toilet. This property is immaculate, well kept, neat and nearer to amenities, shopping mall, schools and the clinic. This house must be seen. Please call me for viewing.",https://www.remax.co.za/property/for-sale/botswana/kgatleng-district/oodi/oodi-central/3-bedroom-house-for-sale-in-oodi-central-4269089,3.0,3.0,,,Remax,BWP 1 300 000
118,4 Bedroom House,Gaborone,"PARTIAL: Sought after location not to be missed. Centrally located to Senior and Primary Schools. This home is set on a corner with two road access. This home has a large open room lounge with dining room, separate spacious kitchen, 4 bedrooms, 2 ensuite bathrooms, separate bathroom, separate 2-bedroom guest cottage an",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone/4-bedroom-house-for-sale-in-gaborone-4266897,4.0,3.0,,Price Reduced,Remax,BWP 2 700 000
119,2 Bedroom Apartment / Flat,Block 10,"SETLHOA VILLAGE- this long-awaited residential development is well underway and due for completion in December 2023. Featuring a secure gated lifestyle estate offering a community centre, swimming pool, indoor/outdoor gym and yoga studio, children's playground, outdoor exercise space, secure access control to the estat",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/block-10/2-bedroom-apartment-flat-for-sale-in-block-10-4265322,2.0,1.0,,Sold,Remax,BWP 1 150 000
120,5 Bedroom House,Block 5,"BLOCK 5: Spacious home neatly built. This home offers 5 bed, guest toilet, fitted kitchen, walled with electric fence.",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/block-5/5-bedroom-house-for-sale-in-block-5-4264146,5.0,5.0,,Offer Made,Remax,BWP 1 400 000
121,4 Bedroom House,Block 3,"BLOCK 3: Beautiful and grand home in the heart of the city, just a hop from the CBD. Featuring 3 expansive living areas, open -plan and good natural lighting, spacious patio overlooking the pool, wonderful, very large and well -appointed kitchen with separate scullery and a walk-in pantry.
4 massive bedrooms, all ensui",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/block-3/4-bedroom-house-for-sale-in-block-3-4260358,4.0,4.0,,Price Reduced,Remax,BWP 5 800 000
122,3 Bedroom House,Lobatse Central,"WILDERNESS ESTATE - Imagine your very own tranquil environment, nestled in a wilderness estate, located less than an hour's drive south of Gaborone. 
This spectacular home is set on 3.9ha of pristine land, which forms part of the main 500ha estate.
Stunning views of the surrounding hills from this expansive balcon",https://www.remax.co.za/property/for-sale/botswana/south-east-district/lobatse/lobatse-central/3-bedroom-house-for-sale-in-lobatse-central-4030703,3.0,3.0,,,Remax,BWP 3 200 000
123,Vacant Land / Plot,Gaborone,TLOKWENG: 1130m2 residential plot suitable to build a family home. Contact Elizabeth 75211413 Email: elizabeth.mmemo@remax.co.bw,https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone/-vacant-land-plot-for-sale-in-gaborone-4257015,,,,New,Remax,BWP 500 000
124,3 Bedroom House,Francistown Central,"Francistown, Tati River Villas: A very spacious 3-bedroom home for sale, set in a lovely neighborhood. This beautiful home features a welcoming entrance leading to cozy lounge with a fireplace and built in bar area, a study, dining area and a large kitchen with a scullery. 3 spacious bedrooms including a main ensuite t",https://www.remax.co.za/property/for-sale/botswana/north-east-district/francistown/francistown-central/3-bedroom-house-for-sale-in-francistown-central-4256288,3.0,2.0,,Offer Made,Remax,BWP 1 900 000
125,,,,,,,,,Remax,
126,Commercial Property,Gaborone,"TLOKWENG:  2400m2 plot consists of a huge warehouse, a reception, 2 offices, 2 toilets on the mezzanine floor it has 2 toilets and a storeroom. It is accessible from Tlokweng boarder road. Contact Elizabeth 75211413 email: elizabeth.mmemo@remax.co.bw.",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone/-commercial-property-for-sale-in-gaborone-4254541,,,,Offer Made,Remax,BWP 4 600 000
127,6 Bedroom House,Phakalane,"RURETSE: This magnificent home boasts 6 bedrooms and 5 are en-suite. The home is spacious and gracious with very good finishes. Large modern kitchen open plan with dining, 2 lounges, double garage with 1-bedroom ensuite. and a 3-bedroom cottage. All these set on a large plot measuring 2 hectares. There is water recycli",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/phakalane/6-bedroom-house-for-sale-in-phakalane-3036932,6.0,5.0,,Price Reduced,Remax,BWP 3 600 000
128,Farm,Maun Central,"SHOROBE - Located along the Thamalakane river in the Southern region of the Okavango Delta, this unique  26ha property sits in a beautiful lagoon a short way North East of Maun. It has 2 boreholes, both equipped with solar pumps a well, a 3kw solar system, 1 thatched chalet, 1 main tenant on a deck with ensuite ablutio",https://www.remax.co.za/property/for-sale/botswana/north-west-district/maun/maun-central/-farm-for-sale-in-maun-central-4153413,,,,,Remax,BWP 5 900 000
